day.count,day,month,season,l.temp,h.temp,ave.temp,l.temp.time,h.temp.time,rain,ave.wind,gust.wind,gust.wind.time,dir.wind,dir.wind.8,date,l.temp.hour
183,2,7,Summer,15.1,22.3,18.6,06:15,18:40,15.5,4.3,33.8,12:45,NW,NW,2014-07-02 00:00:00,6
184,3,7,Summer,16.2,26.4,20.7,06:25,13:05,0,4,32.2,16:20,NW,NW,2014-07-03 00:00:00,6
185,4,7,Summer,16.4,20.4,18.2,06:25,15:55,0,3.8,25.7,16:55,NW,NW,2014-07-04 00:00:00,6
186,5,7,Summer,16.8,20.4,18.3,04:40,12:20,1,3.4,27.4,17:25,S,S,2014-07-05 00:00:00,5
187,6,7,Summer,15.6,19.9,18,23:55,13:30,20.6,6.9,37,16:40,NW,NW,2014-07-06 00:00:00,24
188,7,7,Summer,13.4,19.8,16.9,06:10,14:20,0,5.1,40.2,17:15,NW,NW,2014-07-07 00:00:00,6
189,8,7,Summer,15.3,21.6,18.3,05:45,14:45,0,6.3,33.8,16:55,NW,NW,2014-07-08 00:00:00,6
190,9,7,Summer,16,29.1,22.5,05:50,16:35,0,5.5,25.7,14:20,N,N,2014-07-09 00:00:00,6
191,10,7,Summer,19,30.3,24.3,06:20,18:35,0,3.4,30.6,05:20,NE,NE,2014-07-10 00:00:00,6
192,11,7,Summer,19.8,28,23.8,02:35,13:55,0,4.8,37,07:05,NE,NE,2014-07-11 00:00:00,3
193,12,7,Summer,17.6,26.8,22.9,06:50,11:15,0,3.1,30.6,16:25,NW,NW,2014-07-12 00:00:00,7
194,13,7,Summer,17,24.6,20.3,04:55,12:50,0,4.6,29,17:00,NW,NW,2014-07-13 00:00:00,5
195,14,7,Summer,15.6,26.7,20.7,04:40,14:25,0,4.2,30.6,16:35,NW,NW,2014-07-14 00:00:00,5
196,15,7,Summer,15.6,24.3,19.6,04:20,16:15,0,2.3,19.3,16:35,NW,NW,2014-07-15 00:00:00,4
197,16,7,Summer,15.7,26.1,19.7,07:00,17:05,0,1.5,20.9,12:40,NW,NW,2014-07-16 00:00:00,7
198,17,7,Summer,15.4,22.2,18.2,02:45,17:00,0.3,3.7,20.9,12:55,SW,SW,2014-07-17 00:00:00,3
199,18,7,Summer,15.2,21.3,18.3,05:25,14:05,1.5,3.7,29,22:45,SW,SW,2014-07-18 00:00:00,5
200,19,7,Summer,16.9,19.7,18.4,23:45,16:30,20.8,8.1,37,04:30,SW,SW,2014-07-19 00:00:00,24
201,20,7,Summer,17,21.6,18.9,01:00,17:40,2.5,3.8,29,16:25,NW,NW,2014-07-20 00:00:00,1
202,21,7,Summer,14.4,24.7,20.3,06:40,14:05,0,2.7,27.4,16:05,NW,NW,2014-07-21 00:00:00,7
203,22,7,Summer,17.1,25.2,21.1,06:30,17:20,0,1.9,20.9,17:25,NW,NW,2014-07-22 00:00:00,7
204,23,7,Summer,17.4,20.8,18.8,08:00,14:00,0,4.3,25.7,14:55,NW,NW,2014-07-23 00:00:00,8
205,24,7,Summer,17.5,21.9,19.2,05:10,14:40,0,3.9,19.3,14:25,NW,NW,2014-07-24 00:00:00,5
206,25,7,Summer,17.3,24.9,20.3,08:55,18:00,0,2.8,20.9,14:55,NW,NW,2014-07-25 00:00:00,9
207,26,7,Summer,17.7,21.7,19.1,07:20,18:30,0,2.6,19.3,12:35,SW,SW,2014-07-26 00:00:00,7
208,27,7,Summer,17.8,22.3,19.2,07:15,16:35,0,2,17.7,13:55,NW,NW,2014-07-27 00:00:00,7
209,28,7,Summer,17.3,26.9,21.1,07:35,16:00,0,2.4,27.4,19:30,NW,NW,2014-07-28 00:00:00,8
210,29,7,Summer,18.9,31,24.8,05:40,16:50,0,4.5,22.5,17:00,N,N,2014-07-29 00:00:00,6
211,30,7,Summer,22.6,31.5,26.6,06:50,13:50,0,4.5,33.8,08:40,NE,NE,2014-07-30 00:00:00,7
212,31,7,Summer,18.4,23.3,20.8,23:55,14:50,0,3.8,30.6,12:05,S,S,2014-07-31 00:00:00,24
213,1,8,Summer,17.3,20.3,18.5,07:40,12:40,0.5,4.6,29,17:45,SW,SW,2014-08-01 00:00:00,8
214,2,8,Summer,17.7,19.2,18.4,04:00,16:20,19.8,4.6,32.2,12:15,SW,SW,2014-08-02 00:00:00,4
215,3,8,Summer,16.5,20.8,18.4,23:55,15:15,0.3,2.5,32.2,16:15,NW,NW,2014-08-03 00:00:00,24
216,4,8,Summer,14.2,21.9,18.2,06:35,12:50,0,3.1,27.4,16:30,NW,NW,2014-08-04 00:00:00,7
217,5,8,Summer,16.4,23,19.7,07:20,14:00,0,4.1,30.6,17:35,NW,NW,2014-08-05 00:00:00,7
218,6,8,Summer,17.4,23.4,20.3,07:00,12:50,0,4,30.6,13:25,NW,NW,2014-08-06 00:00:00,7
219,7,8,Summer,19.8,24.7,21.5,01:00,12:55,0,3.3,20.9,13:55,NW,NW,2014-08-07 00:00:00,1
220,8,8,Summer,19.8,24.2,21.4,05:05,15:50,1,3.2,24.1,13:50,SW,SW,2014-08-08 00:00:00,5
221,9,8,Summer,19.8,22.7,21,07:25,14:40,0.3,4.2,25.7,13:40,SW,SW,2014-08-09 00:00:00,7
222,10,8,Summer,18.6,23.4,20.5,21:45,13:15,0.8,6.2,32.2,11:45,S,S,2014-08-10 00:00:00,22
223,11,8,Summer,17.2,22.6,19.3,06:35,16:10,0,5.1,33.8,18:45,NW,NW,2014-08-11 00:00:00,7
224,12,8,Summer,16.2,22.3,18.6,05:50,14:20,6.6,3.4,24.1,18:15,S,S,2014-08-12 00:00:00,6
225,13,8,Summer,14.1,20.7,17.6,06:50,14:05,0.3,5.7,38.6,16:45,NW,NW,2014-08-13 00:00:00,7
226,14,8,Summer,13.9,23.5,18.2,06:50,13:30,0,4.8,40.2,16:25,NW,NW,2014-08-14 00:00:00,7
227,15,8,Summer,14.3,23.7,19.1,06:55,16:35,0,3.2,30.6,17:35,NW,NW,2014-08-15 00:00:00,7
228,16,8,Summer,14.7,29.3,21.9,07:00,15:25,0,4.2,27.4,16:10,N,N,2014-08-16 00:00:00,7
229,17,8,Summer,21,31.4,25.5,01:05,13:05,0,2.8,22.5,06:55,NE,NE,2014-08-17 00:00:00,1
230,18,8,Summer,17.1,24.1,20.6,23:30,14:05,0,2.1,29,14:30,S,S,2014-08-18 00:00:00,24
231,19,8,Summer,16.2,20.7,17.8,03:50,17:30,0,2.9,22.5,16:05,NW,NW,2014-08-19 00:00:00,4
232,20,8,Summer,15.7,21.8,18,03:55,15:30,0,2.2,19.3,15:40,S,S,2014-08-20 00:00:00,4
233,21,8,Summer,14.9,21.1,17.5,06:30,15:25,0,1.8,19.3,12:15,NW,NW,2014-08-21 00:00:00,7
234,22,8,Summer,16.3,21.4,18.3,06:15,13:40,0,3,22.5,17:35,NW,NW,2014-08-22 00:00:00,6
235,23,8,Summer,13.6,22,18,06:50,16:35,0,3,24.1,17:10,NW,NW,2014-08-23 00:00:00,7
236,24,8,Summer,13.2,21.8,17.4,06:55,17:05,0.3,3.5,24.1,15:45,NW,NW,2014-08-24 00:00:00,7
237,25,8,Summer,13.8,23.8,19.3,07:00,11:30,0,2.3,20.9,15:25,NW,NW,2014-08-25 00:00:00,7
238,26,8,Summer,19.5,23.2,20.9,01:00,13:25,2,1.3,17.7,13:00,S,S,2014-08-26 00:00:00,1
239,27,8,Summer,20.4,25.2,22.1,07:25,14:05,0,2.7,22.5,15:00,NW,NW,2014-08-27 00:00:00,7
240,28,8,Summer,17.6,23.3,20.2,23:55,13:40,0.3,4.4,27.4,16:15,NW,NW,2014-08-28 00:00:00,24
241,29,8,Summer,15.1,24.7,19.3,06:40,14:00,0,2.7,32.2,18:15,NW,NW,2014-08-29 00:00:00,7
242,30,8,Summer,16.9,24.9,20.3,07:00,18:40,0,1.2,19.3,19:40,NW,NW,2014-08-30 00:00:00,7
243,31,8,Summer,17.1,23.6,20.2,07:05,16:10,0,1.9,16.1,12:30,NW,NW,2014-08-31 00:00:00,7
244,1,9,Summer,17.4,27.9,23.2,06:55,13:50,0,1.8,17.7,15:45,NW,NW,2014-09-01 00:00:00,7
245,2,9,Summer,19.8,25,21.6,23:45,12:00,0,3.1,22.5,09:20,SW,SW,2014-09-02 00:00:00,24
246,3,9,Summer,19.6,23.9,21.1,07:45,15:40,0,2.4,19.3,12:35,S,S,2014-09-03 00:00:00,8
247,4,9,Summer,18.8,23.4,20.9,23:55,16:40,0,2.7,22.5,16:05,NW,NW,2014-09-04 00:00:00,24
248,5,9,Summer,15.7,23.2,19.9,07:20,17:00,0,1.8,20.9,15:15,NW,NW,2014-09-05 00:00:00,7
249,6,9,Summer,19,23.3,20.8,08:40,15:40,7.1,4.1,32.2,14:00,SW,SW,2014-09-06 00:00:00,9
250,7,9,Summer,17.1,23.1,20.4,08:30,17:15,16.5,2.6,29,13:30,S,S,2014-09-07 00:00:00,9
251,8,9,Summer,18.1,25.3,21.2,06:25,13:05,0,2,25.7,15:20,NW,NW,2014-09-08 00:00:00,6
252,9,9,Summer,17.6,25.7,21.5,07:05,14:35,0,1.5,19.3,14:30,NW,NW,2014-09-09 00:00:00,7
253,10,9,Summer,17.8,26.8,22.1,07:25,14:35,8.9,3.5,25.7,13:10,S,S,2014-09-10 00:00:00,7
254,11,9,Summer,19.6,27.1,22.1,07:10,15:00,0.5,6.1,43.5,15:45,SW,SW,2014-09-11 00:00:00,7
255,12,9,Summer,18.9,25.7,22,06:35,15:40,0.8,5.1,25.7,13:10,SW,SW,2014-09-12 00:00:00,7
256,13,9,Summer,18.4,24.4,21.5,07:20,13:35,0,2.6,22.5,14:15,S,S,2014-09-13 00:00:00,7
257,14,9,Summer,16.5,24.3,20.4,09:50,14:30,4.6,5.1,32.2,09:00,SW,SW,2014-09-14 00:00:00,10
258,15,9,Summer,18.2,25.4,20.6,06:30,15:10,19.6,5.3,40.2,16:25,SE,SE,2014-09-15 00:00:00,7
259,16,9,Summer,19.2,24.1,21.1,07:00,12:40,3.6,8.2,46.7,10:15,SE,SE,2014-09-16 00:00:00,7
260,17,9,Summer,18.5,22.3,20.3,22:55,15:45,22.9,10.3,43.5,12:00,SW,SW,2014-09-17 00:00:00,23
261,18,9,Summer,17.7,19.1,18.3,10:25,07:20,68.3,8.3,46.7,04:40,SW,SW,2014-09-18 00:00:00,10
262,19,9,Summer,17.8,22.1,19.3,01:00,14:45,3.8,6.2,40.2,15:40,SW,SW,2014-09-19 00:00:00,1
263,20,9,Summer,17.4,23.5,20.1,05:35,14:45,0,5.1,30.6,11:00,SW,SW,2014-09-20 00:00:00,6
264,21,9,Autumn,16.1,26.6,20.3,05:50,13:45,54.4,2,49.9,19:55,NE,NE,2014-09-21 00:00:00,6
265,22,9,Autumn,16.6,20.3,18.1,07:35,16:10,6.3,0,3.2,14:55,NW,NW,2014-09-22 00:00:00,8
266,23,9,Autumn,16.6,24.4,19.5,08:00,15:10,0.3,1.2,27.4,16:10,N,N,2014-09-23 00:00:00,8
267,24,9,Autumn,14.7,23.6,19.4,07:35,16:15,0,2.3,24.1,17:25,NW,NW,2014-09-24 00:00:00,8
268,25,9,Autumn,16.3,25.3,20.3,03:55,16:10,0,3.8,30.6,09:40,NE,NE,2014-09-25 00:00:00,4
269,26,9,Autumn,15.2,26.9,20.6,04:20,14:55,0,2.4,25.7,10:40,NE,NE,2014-09-26 00:00:00,4
270,27,9,Autumn,16.5,24.4,19.8,05:05,17:15,0.3,2.5,32.2,17:45,NE,NE,2014-09-27 00:00:00,5
271,28,9,Autumn,16.5,22.5,18.4,05:05,16:25,1.3,1.8,19.3,14:50,NE,NE,2014-09-28 00:00:00,5
272,29,9,Autumn,14.3,22.7,17.6,07:30,13:55,0.3,2.2,29,16:55,N,N,2014-09-29 00:00:00,8
273,30,9,Autumn,13.4,24.1,18.7,07:50,15:35,0,2.8,24.1,16:10,NW,NW,2014-09-30 00:00:00,8
274,1,10,Autumn,16.4,28.5,22.4,03:50,15:15,0,3.3,24.1,16:15,N,N,2014-10-01 00:00:00,4
275,2,10,Autumn,18.6,29.2,22.8,03:30,14:35,0,3.5,22.5,09:10,NE,NE,2014-10-02 00:00:00,4
276,3,10,Autumn,16.7,26.5,20.6,06:50,13:15,0,2.2,17.7,16:15,NW,NW,2014-10-03 00:00:00,7
277,4,10,Autumn,17,21.2,18.9,08:40,15:05,0,4.2,24.1,13:40,NW,NW,2014-10-04 00:00:00,9
278,5,10,Autumn,15.7,20.2,17.4,06:30,14:55,0,2.5,24.1,16:00,NW,NW,2014-10-05 00:00:00,7
279,6,10,Autumn,14.1,19.4,16.8,05:00,12:35,8.1,4.1,32.2,13:35,SW,SW,2014-10-06 00:00:00,5
280,7,10,Autumn,17.2,22.1,19.1,01:20,14:45,13,6.2,32.2,20:20,SW,SW,2014-10-07 00:00:00,1
281,8,10,Autumn,15.9,21.4,19.9,23:30,12:25,46.2,7.7,45.1,21:20,S,S,2014-10-08 00:00:00,24
282,9,10,Autumn,14.6,20.8,17.1,07:55,14:15,0,1.3,25.7,14:40,NW,NW,2014-10-09 00:00:00,8
283,10,10,Autumn,12.8,20.6,16.1,07:55,13:40,0.3,1.2,17.7,16:40,NW,NW,2014-10-10 00:00:00,8
284,11,10,Autumn,12.2,20.6,16.4,07:30,15:30,2,1.3,19.3,21:50,SE,SE,2014-10-11 00:00:00,8
285,12,10,Autumn,15.6,19.4,17,01:05,12:50,1.5,5.1,29,12:20,E,E,2014-10-12 00:00:00,1
286,13,10,Autumn,12.7,15.8,14.7,23:15,13:00,18.5,5.1,48.3,14:50,SE,SE,2014-10-13 00:00:00,23
287,14,10,Autumn,11.6,18.8,15.2,06:15,16:05,0.8,5.8,30.6,22:20,SE,SE,2014-10-14 00:00:00,6
288,15,10,Autumn,15.7,19.5,18.6,01:00,11:35,55.6,4.5,37,03:25,SW,SW,2014-10-15 00:00:00,1
289,16,10,Autumn,16.8,20.4,19,17:15,14:25,39.1,6.9,59.5,14:00,S,S,2014-10-16 00:00:00,17
290,17,10,Autumn,17.9,21.8,19.5,18:05,11:55,16.5,9.3,49.9,09:55,SW,SW,2014-10-17 00:00:00,18
291,18,10,Autumn,17.2,22,19.4,07:00,13:45,24.4,3.7,35.4,04:55,SW,SW,2014-10-18 00:00:00,7
292,19,10,Autumn,16.6,27.9,21.5,07:00,16:40,0,1.9,19.3,12:20,NE,NE,2014-10-19 00:00:00,7
293,20,10,Autumn,18.5,30.6,23.2,04:25,15:50,0,1.6,22.5,12:10,NE,NE,2014-10-20 00:00:00,4
294,21,10,Autumn,17.5,29.4,22.3,07:20,16:10,0,1.5,14.5,11:05,SW,SW,2014-10-21 00:00:00,7
295,22,10,Autumn,16.4,28.6,21.6,07:40,15:05,0,1.2,14.5,15:35,NE,NE,2014-10-22 00:00:00,8
296,23,10,Autumn,18.3,27.2,22,03:45,14:50,0,2.3,17.7,12:25,NE,NE,2014-10-23 00:00:00,4
297,24,10,Autumn,17.6,28.4,22.3,07:55,16:00,0,2.4,19.3,11:00,NE,NE,2014-10-24 00:00:00,8
298,25,10,Autumn,19.5,28.4,23.2,03:20,14:50,0,3.4,20.9,08:30,NE,NE,2014-10-25 00:00:00,3
299,26,10,Autumn,15.8,27,20.1,06:45,13:20,0,1.5,17.7,11:00,NE,NE,2014-10-26 00:00:00,7
300,27,10,Autumn,14.1,25.4,19,06:35,13:30,0,2.2,17.7,14:30,SE,SE,2014-10-27 00:00:00,7
301,28,10,Autumn,17.1,24.3,19.4,06:55,14:20,0,3.3,19.3,09:55,SW,SW,2014-10-28 00:00:00,7
302,29,10,Autumn,16.9,25.7,20.2,06:55,13:45,0,2.5,20.9,08:55,SE,SE,2014-10-29 00:00:00,7
303,30,10,Autumn,14.8,28.4,20.5,05:40,15:30,0,2.4,17.7,10:25,SW,SW,2014-10-30 00:00:00,6
304,31,10,Autumn,16.3,23.7,19.7,07:35,15:00,9.7,3.7,29,13:35,SW,SW,2014-10-31 00:00:00,8
305,1,11,Autumn,13.2,19.6,16.9,23:55,14:05,1,2.3,25.7,15:15,NW,NW,2014-11-01 00:00:00,24
306,2,11,Autumn,10.6,17.4,13.7,05:25,12:50,9.9,1.6,20.9,13:00,NE,NE,2014-11-02 00:00:00,5
307,3,11,Autumn,11.8,17.2,14.6,23:45,16:00,74.9,2.8,41.8,11:15,NW,NW,2014-11-03 00:00:00,24
308,4,11,Autumn,8.8,13.4,11.1,08:55,15:35,10.2,1.2,38.6,03:40,NW,NW,2014-11-04 00:00:00,9
309,5,11,Autumn,6.4,15.3,11.5,06:00,16:05,0.3,1.3,20.9,13:30,NW,NW,2014-11-05 00:00:00,6
310,6,11,Autumn,9.9,16.7,13,02:20,23:20,14.7,2.3,20.9,13:35,SE,SE,2014-11-06 00:00:00,2
311,7,11,Autumn,12.4,16.9,14.9,23:30,00:35,6.6,1.6,24.1,10:20,NW,NW,2014-11-07 00:00:00,24
312,8,11,Autumn,10.7,15.6,13,23:55,10:30,32.8,4,38.6,11:40,NW,NW,2014-11-08 00:00:00,24
313,9,11,Autumn,8.9,14.1,11.3,08:20,13:45,4.1,1.5,24.1,13:20,NW,NW,2014-11-09 00:00:00,8
314,10,11,Autumn,9,14.3,11.9,01:25,23:55,5.1,6.6,43.5,14:15,SE,SE,2014-11-10 00:00:00,1
315,11,11,Autumn,12.7,16.1,14.4,22:10,12:45,14.5,5.3,38.6,09:00,SW,SW,2014-11-11 00:00:00,22
316,12,11,Autumn,13.1,17,15.2,03:40,14:45,3.6,6.9,40.2,20:50,S,S,2014-11-12 00:00:00,4
317,13,11,Autumn,12.8,17.7,15.8,20:55,14:50,50.5,7.2,53.1,02:05,S,S,2014-11-13 00:00:00,21
318,14,11,Autumn,11.1,14.9,12.5,23:15,10:30,16.5,3.5,43.5,11:10,SW,SW,2014-11-14 00:00:00,23
319,15,11,Autumn,11.5,15.1,13.1,00:00,15:00,23.4,5,46.7,12:35,SW,SW,2014-11-15 00:00:00,0
320,16,11,Autumn,12.4,15.3,13.8,00:05,12:45,2,4.1,35.4,13:00,W,W,2014-11-16 00:00:00,0
321,17,11,Autumn,10.9,15.7,13,23:55,12:30,2.8,1.2,29,03:00,NW,NW,2014-11-17 00:00:00,24
322,18,11,Autumn,10.3,16.9,13.4,03:10,14:25,20.8,5.9,32.2,12:45,SE,SE,2014-11-18 00:00:00,3
323,19,11,Autumn,13.2,16,14.3,05:35,22:25,4.3,4,30.6,22:10,NE,NE,2014-11-19 00:00:00,6
324,20,11,Autumn,15,18.5,16.8,00:10,15:10,3,3.4,25.7,14:55,E,E,2014-11-20 00:00:00,0
325,21,11,Autumn,13.7,21.3,17.3,08:15,13:50,0,2.2,19.3,10:45,NE,NE,2014-11-21 00:00:00,8
326,22,11,Autumn,13.4,16.1,14.7,23:55,14:20,2.3,2,22.5,19:10,NW,NW,2014-11-22 00:00:00,24
327,23,11,Autumn,11.9,17.2,14.1,07:50,13:55,0.5,0.8,11.3,13:00,N,N,2014-11-23 00:00:00,8
328,24,11,Autumn,12.9,20.1,15.7,08:10,12:25,0,2.6,17.7,07:15,N,N,2014-11-24 00:00:00,8
329,25,11,Autumn,11.2,15.3,13.9,23:45,12:15,0,2.1,24.1,10:45,NW,NW,2014-11-25 00:00:00,24
330,26,11,Autumn,8.4,14.8,12.3,08:07,14:25,0,4.4,24.1,11:50,E,E,2014-11-26 00:00:00,8
331,27,11,Autumn,11.2,15.2,13.1,08:23,11:45,3.8,7.5,40.2,13:45,E,E,2014-11-27 00:00:00,8
332,28,11,Autumn,8.9,14.9,11.6,23:21,14:13,11.4,1.3,41.8,00:05,E,E,2014-11-28 00:00:00,23
333,29,11,Autumn,6.8,15.4,11.6,06:42,15:32,0,2.1,20.9,15:40,N,N,2014-11-29 00:00:00,7
334,30,11,Autumn,11.2,20.2,14.7,06:04,15:24,0,2.6,22.5,14:40,N,N,2014-11-30 00:00:00,6
335,1,12,Autumn,10.6,16.8,13.4,23:38,15:01,0,4,33.8,13:30,NW,NW,2014-12-01 00:00:00,24
336,2,12,Autumn,8.2,14.4,11.1,06:05,15:47,0,2.2,19.3,19:40,N,N,2014-12-02 00:00:00,6
337,3,12,Autumn,8.8,15.2,11.7,23:57,14:21,0,2.6,24.1,14:20,NW,NW,2014-12-03 00:00:00,24
338,4,12,Autumn,6.6,13.7,9.8,08:27,14:07,0,2.4,29,15:10,NW,NW,2014-12-04 00:00:00,8
339,5,12,Autumn,3.8,13.1,8.5,07:50,14:42,0.3,1.2,17.7,14:10,NW,NW,2014-12-05 00:00:00,8
340,6,12,Autumn,4.7,13.8,9.3,07:19,14:37,0,2,33.8,14:55,N,N,2014-12-06 00:00:00,7
341,7,12,Autumn,6.7,13.7,9.6,05:30,14:28,0,3.8,29,13:10,NW,NW,2014-12-07 00:00:00,6
342,8,12,Autumn,3.3,14.2,9.3,06:02,13:59,0,2.2,22.5,16:05,NW,NW,2014-12-08 00:00:00,6
343,9,12,Autumn,7.1,14.3,9.9,07:55,15:14,0,3.4,29,11:13,NW,NW,2014-12-09 00:00:00,8
344,10,12,Autumn,3.7,14.3,8.1,05:56,14:52,0.3,0.9,16.1,14:15,NW,NW,2014-12-10 00:00:00,6
345,11,12,Autumn,4.3,15.6,9.2,07:30,15:10,0,0.5,14.5,08:05,N,N,2014-12-11 00:00:00,8
346,12,12,Autumn,7,12.6,10.1,01:20,13:40,2.3,6.3,45.1,21:25,SE,SE,2014-12-12 00:00:00,1
347,13,12,Autumn,8.4,12.7,10,09:07,01:04,25.9,2.5,45.1,00:35,N,N,2014-12-13 00:00:00,9
348,14,12,Autumn,7.6,13.6,9.9,08:03,15:20,0.3,1.5,17.7,13:55,NW,NW,2014-12-14 00:00:00,8
349,15,12,Autumn,6.1,13.7,10,08:06,13:37,0,2,27.4,13:45,NW,NW,2014-12-15 00:00:00,8
350,16,12,Autumn,10.2,14.3,12.7,01:09,10:44,4.3,2.6,22.5,10:35,NW,NW,2014-12-16 00:00:00,1
351,17,12,Autumn,9,14.6,12,23:21,13:10,0.3,2.6,24.1,10:05,NW,NW,2014-12-17 00:00:00,23
352,18,12,Autumn,4.7,12.9,9,06:40,15:27,0.3,1,17.7,13:30,NE,NE,2014-12-18 00:00:00,7
353,19,12,Autumn,4.8,12.1,7.6,08:03,15:16,0.3,1.2,22.5,15:45,NE,NE,2014-12-19 00:00:00,8
354,20,12,Autumn,5.5,15.2,9.5,02:24,15:03,0,0.1,16.1,23:55,NE,NE,2014-12-20 00:00:00,2
355,21,12,Winter,8.8,15.6,11.3,20:59,13:58,0,3.8,25.7,05:00,E,E,2014-12-21 00:00:00,21
356,22,12,Winter,6.5,14.7,10.1,03:15,14:04,0,3.2,25.7,19:06,E,E,2014-12-22 00:00:00,3
357,23,12,Winter,8.3,11.9,10.1,07:59,13:45,0,0.9,19.3,00:00,E,E,2014-12-23 00:00:00,8
358,24,12,Winter,8.3,14.2,10.9,06:33,14:44,0,0.7,16.1,07:10,E,E,2014-12-24 00:00:00,7
359,25,12,Winter,5.6,14.2,9.5,07:11,15:37,0,0.6,11.3,11:20,NE,NE,2014-12-25 00:00:00,7
360,26,12,Winter,6.6,15.3,10,06:57,13:42,0,0.7,16.1,15:15,NE,NE,2014-12-26 00:00:00,7
361,27,12,Winter,4.4,12.9,8.3,04:24,14:38,0.3,0.8,14.5,14:35,NW,NW,2014-12-27 00:00:00,4
362,28,12,Winter,7.4,13.6,11.5,22:41,13:09,4.3,4.1,40.2,11:55,NW,NW,2014-12-28 00:00:00,23
363,29,12,Winter,5.7,11.4,8.4,07:59,15:25,0,9.8,51.5,11:45,NE,NE,2014-12-29 00:00:00,8
364,30,12,Winter,6.3,13.3,9.3,05:05,15:44,0,6.5,38.6,00:40,E,E,2014-12-30 00:00:00,5
365,31,12,Winter,5.1,13.9,8.9,08:11,13:43,0,0.2,20.9,00:03,NE,NE,2014-12-31 00:00:00,8